"id","level","prompt","correct","distractor1","distractor2","distractor3"
"politics-l12-1641","12","Hvem var Danmarks konge da landet ratifiserte Grunnloven i 1849?","Frederik VII","Christian VIII","Frederik VI","Christian IX"
"politics-l12-1642","12","Hvor mange dager må en norsk regjering vente før den kan avsette en fylkesmann?","30","14","60","21"
"politics-l12-1643","12","Hvilken fransk politiker grunnla nasjonal front-partiet?","Jean-Marie Le Pen","Marine Le Pen","Jean-Pierre Chevènement","Philippe Séguin"
"politics-l12-1644","12","I hvilket år ratifiserte Norge menneskerettighetskonvensjonen?","1952","1950","1953","1954"
"politics-l12-1645","12","Hvor mange medlemmer har Østerrikes nasjonalråd?","183","175","190","180"
"politics-l12-1646","12","Hvilken belgisk politiker var arkitekt bak Benelux-unionen?","Paul-Henri Spaak","Wilfried Martens","Guy Verhofstadt","Léon Degrelle"
"politics-l12-1647","12","Hvilket år vedtok Norge aksesjonsprotokoller til Nato?","1949","1948","1950","1951"
"politics-l12-1648","12","Hvor mange medlemmer har Canadas Senat?","105","100","110","95"
"politics-l12-1649","12","Hvilken portugisisk politiker styrte landet under Estado Novo?","António de Oliveira Salazar","Marcelo Caetano","João Ferreira do Amaral","Cândido Mendes"
"politics-l12-1650","12","I hvilket år ble FN offisielt grunnlagt?","1945","1944","1946","1943"
"politics-l12-1651","12","Hvor mange medlemmer har Australias Senat?","76","75","78","72"
"politics-l12-1652","12","Hvilken finsk politiker grunnla SDP (Sosialdemokratiska partiet)?","Mikko Ervasti","Paavo Nurmi","Väinö Tanner","Urho Kekkonen"
"politics-l12-1653","12","Hvor mange medlemmer har Sveits sitt parlament (Bundesversammlung)?","246","240","250","235"
"politics-l12-1654","12","Hvilken gresk politiker grunnla Nye Demokrati-partiet?","Konstantinos Mitsotakis","Giorgos Papadopoulos","Georgios Rallis","Konstantinos Karamanlis"
"politics-l12-1655","12","I hvilket år undertegnet Tyskland og Frankrike Élysée-traktaten?","1963","1961","1965","1962"
"politics-l12-1656","12","Hvor mange medlemmer har Spania sitt Congreso de los Diputados?","350","340","360","345"
"politics-l12-1657","12","Hvilken japansk politiker grunnla Det liberale demokratiske partiet?","Nobusuke Kishi","Eisaku Satō","Shigeru Yoshida","Kakuei Tanaka"
"politics-l12-1658","12","Hvor mange medlemmer har Sør-Koreas nasjonalforsamling?","300","299","301","295"
"politics-l12-1659","12","Hvilken britisk statsminister signerte Magna Carta-kommemorasjonen?","Winston Churchill","Clement Attlee","Anthony Eden","Harold Macmillan"
"politics-l12-1660","12","I hvilket år ble Helsinkis slutakten undertegnet?","1975","1973","1977","1974"
"politics-l12-1661","12","Hvor mange medlemmer har Tyrkias nasjonalforsamling?","600","550","650","575"
"politics-l12-1662","12","Hvilken indisk politiker var første president etter uavhengigheten?","Rajendra Prasad","Jawaharlal Nehru","Abul Kalam Azad","Sardar Patel"
"politics-l12-1663","12","Hvor mange medlemmer har Mexicos senat?","128","130","125","135"
"politics-l12-1664","12","Hvilken brasiliansk politiker grunnla Arbeiderpartiet (PT)?","Luiz Inácio Lula da Silva","Dilma Rousseff","Fernando Henrique Cardoso","José Sarney"
"politics-l12-1665","12","Hvilken russisk leder undertegnet Molotov-Ribbentrop-pakten i 1939?","Joseph Stalin","Vladimir Lenin","Nikolaj Bulgarin","Georgi Malenkov"
"politics-l12-1666","12","I hvilket år ble det danske folketingsmand Thorvald Stauning statsminister?","1924","1920","1928","1922"
"politics-l12-1667","12","Hvem var lederen av det italienske fagforeningsrådet (Confederazione Generale del Lavoro) da Benito Mussolini tok makten i 1922?","Ludovico D'Aragona","Giuseppe Di Vittorio","Bruno Buozzi","Alcide De Gasperi"
"politics-l12-1668","12","Hvilken tidligere østrigsk-ungarsk provins ble det internasjonale samfunnets første mandatterritorium under Folkeforbundet?","Danzig","Alsace-Lorraine","Schleswig","Memel"
"politics-l12-1669","12","I hvilken by fant Yalta-konferansen sted i februar 1945?","Yalta","Sochi","Sevastopol","Simferopol"
"politics-l12-1670","12","Hvem var føreren av den spanske republikanske regjering under den spanske borgerkrigen som flyktet til Mexico?","Juan Negrín","Francisco Largo Caballero","Manuel Azaña","Indalecio Prieto"
"politics-l12-1671","12","Hvilket års utgave av Weimar-grunnloven inneholdt artikkel 48, som tillot diktatoriske fullmakter?","1919","1918","1920","1921"
"politics-l12-1672","12","Hvem var første minister for britisk India under britisk styre etter 1858?","Lord Canning","Lord Curzon","Lord Dufferin","Lord Hardinge"
"politics-l12-1673","12","I hvilken by ble det internasjonale antiimperialismens kongress avholdt i 1927 som møtested for koloniale aktivister?","Brüssel","Amsterdam","Berlin","København"
"politics-l12-1674","12","Hvilken tysk politiker ledet det såkalte Kapp-Putsch-forsøket i 1920?","Wolfgang Kapp","Erich Ludendorff","Ernst Röhm","Adolf Hitler"
"politics-l12-1675","12","Hvem var forfatter av 'The Federalist Papers' sammen med James Madison og Alexander Hamilton?","John Jay","Thomas Jefferson","Benjamin Franklin","George Washington"
"politics-l12-1676","12","I hvilket år ble den græske kongefamilien tvunget til å gå i eksil under diktator Ioannis Metaxas?","1917","1915","1919","1920"
"politics-l12-1677","12","Hvem var det første medlemmet av det franske kommunistpartiet som valgt til Nasjonalforsamlingen?","Marcel Cachin","Maurice Thorez","Léon Blum","Paul Vaillant-Couturier"
"politics-l12-1678","12","Hvilken svenske könig tvang til å abdicere i 1909 på grunn av politisk konflikt?","Oscar II","Gustaf V","Gustaf IV Adolf","Karl XV"
"politics-l12-1679","12","Hvem var leder av det sjølstændige irske arbeiderpartiet før det fusjonerte i 1933?","William O'Brien","Michael Collins","Éamon de Valera","Sean Russell"
"politics-l12-1680","12","I hvilken år signet Alfred Dreyfus sin kontrakt som offiser før affæren som bar hans navn?","1878","1875","1880","1882"
"politics-l12-1681","12","Hvem var den belgiske statsministeren som ledet forhandlingene for belgisk nøytralitet før Første verdenskrig?","Charles de Broqueville","Paul Hymans","Émile Vandervelde","Théodore Renard"
"politics-l12-1682","12","Hvilken polsk politiker var den første sjefen for den uavhengige polske staten i 1918?","Józef Piłsudski","Ignacy Jan Paderewski","Wladyslaw Grabski","Aleksander Prystor"
"politics-l12-1683","12","I hvilken by ble Konferansen for den afrikanske enhet grunnlagt i 1963?","Addis Abeba","Dar es Salaam","Nairobi","Lagos"
"politics-l12-1684","12","Hvem var den første presidenten av den frie irske staten (1922-1937)?","Douglas Hyde","W.T. Cosgrave","Kevin O'Higgins","Seán Lemass"
"politics-l12-1685","12","Hvilken tysk general ledet forsøket på å utrydde polske intellektuell og politisk elite under Operasjon Barbarossa?","Heinrich Müller","Friedrich Paulus","Erich von Manstein","Reinhard Heydrich"
"politics-l12-1686","12","I hvilken år ble det første internasjonale Peace-konferansen avholdt i Haag?","1899","1897","1901","1903"
"politics-l12-1687","12","Hvem var den portugisiske diktatoren som styrte fra 1926 til 1968?","António de Oliveira Salazar","Humberto Delgado","João Ferreira do Amaral","Teófilo Braga"
"politics-l12-1688","12","Hvilken fransk politiker grunnla det såkalte 'Action Française'-bevegelsen?","Charles Maurras","Paul Déroulède","Édouard Drumont","Jules Meline"
"politics-l12-1689","12","I hvilken by ble Den Arabiske Ligaen offisielt opprettet i 1945?","Kairo","Bagdad","Damaskus","Beirut"
"politics-l12-1690","12","Hvem var den første generalsekretæren for De Forente Nasjoner?","Trygve Lie","Alger Hiss","Paul-Henri Spaak","Ralph Bunche"
"politics-l12-1691","12","Hvilken tysk politiker og forfatter var leder av det Tyske Demokratiske Partiet under Weimarrepublikken?","Theodor Heuss","Hugo Preuss","Friedrich Naumann","Ernst Lemmer"
"politics-l12-1692","12","I hvilket år ble Malta uavhengig fra Storbritannia?","1964","1960","1965","1962"
"politics-l12-1693","12","Hvem var den første lederen av det georgiske uavhengighetsbevegelsen i 1918?","Noe Zhordania","Giorgi Sepashvili","Sergo Ordzhonikidze","Solomon Schmerling"
"politics-l12-1694","12","Hvilken amerikansk senator ledet opposisjonen mot ligatidsbevegelsen under Første verdenskrig?","Henry Cabot Lodge","William Borah","Robert La Follette","James Reed"
"politics-l12-1695","12","I hvilken år ble Egypt medlem av De Forente Nasjoner?","1945","1947","1948","1950"
"politics-l12-1696","12","Hvem var den østerrikske politikeren som først ledet det kristeligkonservative partiet i interkrigsperioden?","Ignaz Seipel","Leopold Kunschak","Johann Schober","Karl Renner"
"politics-l12-1697","12","Hvilken italiensk område var navnet på det område som ble gjenstand for strid mellom Italia og Jugoslavia etter 1945?","Trieste","Alto Adige","Istria","Fiume"
"politics-l12-1698","12","I hvilken år undertegnet Tyskland og Sovietunionen Ribbentrop-Molotov-pakten?","1939","1937","1938","1940"
"politics-l12-1699","12","Hvem var den første statsministeren av det uavhengige Pakistan i 1947?","Muhammad Ali Jinnah","Liaquat Ali Khan","Khawaja Nazimuddin","Feroz Khan Noon"
"politics-l12-1700","12","Hvilken gresk politiker var arkitekten bak den såkalte 'Megali Idea' (Den Store Idé)?","Ioannis Kolettis","Konstantinos Karamanlis","Georgios Papandreou","Themistocles Sophoulis"
"politics-l12-1701","12","I hvilken år ble det første møtet mellom Franklin D. Roosevelt og Winston Churchill på havet avholdt?","1941","1940","1942","1943"
"politics-l12-1702","12","Hvem var den spanske ministeren som forsøkte reformer under Alfonso XIII før borgerkrigen?","Miguel Maura","Manuel Azaña","Alejandro Lerroux","Niceto Alcalá Zamora"
"politics-l12-1703","12","Hvilken britisk politiker var medlem av Appeasement-politikken overfor Nazi-Tyskland?","Neville Chamberlain","Stanley Baldwin","Ramsay MacDonald","Herbert Samuel"
"politics-l12-1704","12","Hvilken tidligere britisk statsminister var kjent for sin politikk om 'Thatcherisme' og styrte fra 1979 til 1990?","Margaret Thatcher","Barbara Castle","Clement Attlee","Harold Macmillan"
"politics-l12-1705","12","Leonid Bresjnev var leder av Sovjetunionen i hvilken tidsperiode?","1964-1982","1956-1964","1970-1985","1960-1978"
"politics-l12-1706","12","Hvilken italiensk politiker var diktator og grunnla det fascistiske regimet i Italia?","Benito Mussolini","Francesco Crispi","Alcide De Gasperi","Giovanni Giolitti"
"politics-l12-1707","12","Indiras Gandhi var statsminister i India. Hvilket år ble hun attentatert?","1984","1975","1991","1980"
"politics-l12-1708","12","Franklin D. Roosevelt var USAs president under hvilken krise?","Den store depresjonen","Borgerkrigen","Irak-krigen","Vietnam-krigen"
"politics-l12-1709","12","Shimon Peres var statsminister i Israel. I hvilket år først?","1984","1977","1992","1988"
"politics-l12-1710","12","Nelson Mandela satt fengslet på Robben Island i hvor mange år?","27","22","31","18"
"politics-l12-1711","12","Mikhail Gorbatsjov introduserte reformpolitikken 'glasnost' og 'perestrojka'. Hvilket år ble han Sovjetunionens leder?","1985","1980","1988","1982"
"politics-l12-1712","12","Charles de Gaulle grunnla den femte franske republikkken. Hvilket år?","1958","1945","1962","1954"
"politics-l12-1713","12","Winston Churchill var britisk statsminister under Anden verdenskrig. I hvilket år startet hans første periode?","1940","1935","1938","1939"
"politics-l12-1714","12","Anwar Sadat var presidente i Egypten. Hvilket år ble han attentatert?","1981","1978","1985","1973"
"politics-l12-1715","12","Vaclav Havel var president i Tsjekkoslovakia og senere Tsjekkia. Hvilket år begynte hans presidensperiode?","1989","1992","1985","1995"
"politics-l12-1716","12","Pol Pot ledet Khmer Rouge i Kambodsja. Hvor mange mennesker omkom under hans regime?","Ca. 2 millioner","Ca. 500 000","Ca. 5 millioner","Ca. 1 million"
"politics-l12-1717","12","Ayatollah Khomeini ledet den iranske revolusjonen. Hvilket år?","1979","1975","1983","1977"
"politics-l12-1718","12","Fidel Castro styrte Cuba i hvor mange år som statsminister/presidens?","Omtrent 49 år","Omtrent 35 år","Omtrent 60 år","Omtrent 40 år"
"politics-l12-1719","12","Ho Chi Minh var leder av Vietnam. Hvilket år døde han?","1969","1965","1972","1975"
"politics-l12-1720","12","Dwight D. Eisenhower var USAs president. I hvilket år sluttet hans siste periode?","1961","1960","1963","1959"
"politics-l12-1721","12","Slobodan Milošević var president i Serbia. Hvilket år ble han arrestert for krigsforbrytelser?","2001","1999","2003","1995"
"politics-l12-1722","12","Juan Carlos I ble konge av Spania. Hvilket år?","1975","1972","1978","1973"
"politics-l12-1723","12","Helmut Kohl var kansler i Tyskland. I hvilket år begynte hans periode?","1982","1976","1985","1980"
"politics-l12-1724","12","Ronald Reagan var USAs president. Hvor mange år varte hans periode?","8 år","6 år","10 år","12 år"
"politics-l12-1725","12","Margaret Thatcher hadde hvilken kallenavn?","The Iron Lady","The Steel Woman","The Iron Maiden","The British Bulldog"
"politics-l12-1726","12","JFK var USAs president. Hvilket år ble han attentatert i Dallas?","1963","1960","1965","1961"
"politics-l12-1727","12","Nikita Khrusjtsjov var leder av Sovjetunionen. Når sluttet hans periode?","1964","1962","1966","1960"
"politics-l12-1728","12","Viktor Yanukovytj var president i Ukraina. Hvilken øst-europeisk hovedstad styrte han før det?","Kyiv","Lviv","Kharkiv","Donetsk"
"politics-l12-1729","12","Lee Kuan Yew var grunnlegger og første statsminister av Singapore. I hvilket år?","1959","1965","1955","1961"
"politics-l12-1730","12","Jiang Jieshi (Chiang Kai-shek) styrte hvilken nasjon før han trakk seg til Taiwan?","Kina","Hong Kong","Macau","Korea"
"politics-l12-1731","12","Nasser var president i Egypten. Hvilket år døde han?","1970","1967","1972","1968"
"politics-l12-1732","12","Julius Nyerere var første presidente i Tanzania etter uavhengighet. Hvilket år?","1961","1959","1964","1963"
"politics-l12-1733","12","Suharto styrte Indonesia som diktator. I hvilket tiår startet hans styre?","1960-tallet","1950-tallet","1970-tallet","1980-tallet"
"politics-l12-1734","12","Hafez al-Assad styrte Syria. Hvor mange år var han president?","30 år","25 år","35 år","22 år"
"politics-l12-1735","12","Kwame Nkrumah var første president av Ghana etter uavhengighet. Hvilket år?","1957","1960","1950","1963"
"politics-l12-1736","12","Park Chung-hee styrte Sør-Korea. Hvilken år ble han attentatert?","1979","1976","1982","1973"
"politics-l12-1737","12","Ferdinand Marcos styrte Filippinene. I hvilket år ble han tvunget til å gå av?","1986","1983","1989","1980"
"politics-l12-1738","12","Jawaharlal Nehru var Indias første statsminister etter uavhengighet. Hvor mange år styrte han?","17 år","12 år","20 år","15 år"
"politics-l12-1739","12","Augusto Pinochet styrte Chile som diktator. I hvilket tiår startet hans regime?","1970-tallet","1960-tallet","1980-tallet","1950-tallet"
"politics-l12-1740","12","Nicolae Ceaușescu var diktator i Romania. Hvilket år ble han henrettet?","1989","1987","1991","1988"
"politics-l12-1741","12","Tito var leder av Jugoslavia. Hvilket år døde han?","1980","1975","1982","1978"
"politics-l12-1742","12","Hosni Mubarak var president i Egypten i hvor mange år?","30 år","25 år","35 år","28 år"
"politics-l12-1743","12","Hvem er den eldste personen som noensinne har blitt valgt til amerikansk president?","Joe Biden","Donald Trump","Ronald Reagan","John McCain"
"politics-l12-1744","12","Hvilket år hadde USA sitt høyeste parlamentariske fremmøte i Senat?","1889","1865","1901","1877"
"politics-l12-1745","12","Hvor mange år satt Nelson Mandela som president av Sør-Afrika?","5","8","10","3"
"politics-l12-1746","12","Hvilken britisk statsminister hadde den korteste periode i embetet?","Andrew Bonar Law","Alec Douglas-Home","William Gladstone","Benjamin Disraeli"
"politics-l12-1747","12","Hvor mange amerikanske presidenter har blitt tiltalt for forbrytelse?","2","1","3","0"
"politics-l12-1748","12","Hvem var den første kvinnelige presidenten i en større demokrati?","Vigdís Finnbogadóttir","Indira Gandhi","Margaret Thatcher","Ellen Johnson Sirleaf"
"politics-l12-1749","12","Hvor mange år satt Otto von Bismarck som tysk forbundskansler?","19","15","23","12"
"politics-l12-1750","12","Hvilken amerikanske senator har sittet lengst i en bestilling?","John Stennis","Robert Byrd","Ted Kennedy","Carl Hayden"
"politics-l12-1751","12","Hvor mange amerikanske presidenter har vunnet Nobels fredspris?","4","2","3","5"
"politics-l12-1752","12","Hvor mange ganger har Clement Attlee vært britisk statsminister?","1","2","3","0"
"politics-l12-1753","12","Hvilken sovjetisk leder hadde den korteste periode ved makten?","Yuri Andropov","Mikhail Gorbachev","Nikolai Tikhonov","Konstantin Chernenko"
"politics-l12-1754","12","Hvor mange år mellom USA's første og andre kvinnelige senator?","46","38","52","41"
"politics-l12-1755","12","Hvem er den eneste amerikanske presidenten som aldri var gift?","James Buchanan","Andrew Jackson","Chester Arthur","Zachary Taylor"
"politics-l12-1756","12","Hvor mange måneder satt Liz Truss som britisk statsminister?","49","36","18","7"
"politics-l12-1757","12","Hvilken fransk president hadde den lengste kontinuerlige periode?","François Mitterrand","Charles de Gaulle","Georges Pompidou","Valéry Giscard d'Estaing"
"politics-l12-1758","12","Hvor mange kvinnelige statsoverhoder finnes det i verden nå?","10","7","15","12"
"politics-l12-1759","12","Hvilken amerikanske presidentkandidat fikk flest stemmesedler uten å vinne?","Hillary Clinton","Al Gore","John McCain","Mitt Romney"
"politics-l12-1760","12","Hvor mange år hadde Margaret Thatcher som britisk statsminister?","11","9","13","14"
"politics-l12-1761","12","Hvilken norsk statsminister hadde den korteste periode?","Jakob Sverdrup","Christian Michelsen","Johan Sverdrup","Gunnar Knudsen"
"politics-l12-1762","12","Hvor mange amerikanske presidenter har dødd i embetet av naturlige årsaker?","8","6","10","5"
"politics-l12-1763","12","Hvilken europeisk leder har sittet lengst ved makten i nyere tid?","Angela Merkel","François Hollande","David Cameron","Mario Monti"
"politics-l12-1764","12","Hvor mange ganger har Grieg vært representert i norsk politikk?","0","1","2","3"
"politics-l12-1765","12","Hvilken amerikanskpresident hadde den høyeste godkjenningsrating ved tiltreden?","George W. Bush","John F. Kennedy","Ronald Reagan","Franklin D. Roosevelt"
"politics-l12-1766","12","Hvor mange amerikanske presidenter har kommet fra New York?","4","3","5","2"
"politics-l12-1767","12","Hvilken senator hadde flest år i Senat uten å bli valgt?","Robert Byrd","John Stennis","Ted Kennedy","Strom Thurmond"
"politics-l12-1768","12","Hvilken amerikanske president var den yngste når han tiltrådte?","John F. Kennedy","Theodore Roosevelt","Bill Clinton","Barack Obama"
"politics-l12-1769","12","Hvor mange ganger har USA hatt en visepresident som senere ble president?","9","7","11","6"
"politics-l12-1770","12","Hvilken britisk statsminister var den yngste i moderne tid?","William Pitt the Younger","Tony Blair","David Cameron","Rishi Sunak"
"politics-l12-1771","12","Hvor mange år mellom første og siste kvinnelige medlem av norsk storting?","Ikke relevant","78","104","92"
"politics-l12-1772","12","Hvilken amerikanske senator var den eldste ved sin avgang?","Strom Thurmond","John Stennis","Robert Byrd","James Eastland"
"politics-l12-1773","12","Hvor mange amerikanske presidenter har vært tidligere medlemmer av Kongressen?","26","22","30","19"
"politics-l12-1774","12","Hvilken norsk politiker var den første kvinnelige statsminister?","Gro Harlem Brundtland","Erna Solberg","Sonja Moen","Karin Bruzelius"
"politics-l12-1775","12","Hvor mange amerikanske presidenter har blitt født i samme stat?","Ohio","Virginia","New York","Massachusetts"
"politics-l12-1776","12","Hvilken fransk politiker hadde den korteste presidentperiode?","Louis-Napoléon Bonaparte","Jules Grévy","Paul Deschanel","Albert Lebrun"
"politics-l13-1777","13","Hvilken amerikansk president etablerte Monroe-doktrinen i 1823?","James Monroe","John Quincy Adams","Thomas Jefferson","James Madison"
"politics-l13-1778","13","I hvilket år vedtok Norge sin første grunnlov?","1814","1809","1819","1821"
"politics-l13-1779","13","Hvem var den første statsministeren i Storbritannia?","Robert Walpole","William Pitt den eldre","Edmund Burke","Lord North"
"politics-l13-1780","13","Hvilken internasjonal organisasjon ble grunnlagt i 1945?","Forente nasjoner","Nato","Den europeiske union","Organisasjonen for amerikanske stater"
"politics-l13-1781","13","Hvor mange stater er medlemmer av Den europeiske union fra 2024?","27","28","26","25"
"politics-l13-1782","13","I hvilket år ble Norges Grunnlov sist revidert betydelig?","2012","2008","2015","2010"
"politics-l13-1783","13","Hva er parlamentet i Frankrike kalt?","Nasjonalforsamlingen","Kammeret","Senattet","Kongressen"
"politics-l13-1784","13","Hvilken amerikansk president signerte Emancipation Proclamation?","Abraham Lincoln","Andrew Johnson","Ulysses S. Grant","James Buchanan"
"politics-l13-1785","13","I hvilket år falt Berlins mur?","1989","1987","1991","1988"
"politics-l13-1786","13","Hvem grunnla Sovjet-Unionen?","Vladimir Lenin","Josef Stalin","Nikolai Lenin","Leon Trotskij"
"politics-l13-1787","13","Hvilket er verdens eldste parlament som fortsatt er i drift?","Altinget på Island","Det britiske parlamentet","Rigsråd i Danmark","Stortinget i Norge"
"politics-l13-1788","13","Hva er hovedprinsippet i John Lockes politiske filosofi?","Naturlige rettigheter","Sosial kontakt","Utilitarisme","Kommunitarisme"
"politics-l13-1789","13","I hvilken by ble FNs charter signert i 1945?","San Francisco","New York","Washington DC","Los Angeles"
"politics-l13-1790","13","Hvor mange menneskerettigheter er opplistet i FNs menneskerettighetserklæring?","30","25","35","40"
"politics-l13-1791","13","Hvilken italiensk politiker var kjent for sitt motto om fagotter?","Benito Mussolini","Alcide De Gasperi","Giuseppe Garibaldi","Vittorio Emanuele II"
"politics-l13-1792","13","I hvilket år oppstod Watergate-skandalen?","1972","1970","1974","1971"
"politics-l13-1793","13","Hvor mange år varer en vanlig presidentperiode i USA?","4","5","6","3"
"politics-l13-1794","13","Hvem skrev 'Leviatanen'?","Thomas Hobbes","John Locke","Jean-Jacques Rousseau","Baron de Montesquieu"
"politics-l13-1795","13","I hvilken by ligger FNs hovedkvarter?","New York","Genève","Brussel","Wien"
"politics-l13-1796","13","Hvilket år ble Sovjetunionen oppløst?","1991","1990","1992","1989"
"politics-l13-1797","13","I hvilket år oppstod Den franske revolusjonen?","1789","1787","1791","1785"
"politics-l13-1798","13","Hvor mange permanente medlemmer har FN Sikkerhetsråd?","5","7","10","15"
"politics-l13-1799","13","Hvem grunnla det amerikanske Konstitusjonelle Konventet i 1787?","James Madison","Benjamin Franklin","George Washington","Alexander Hamilton"
"politics-l13-1800","13","I hvilket år vedtok Tyskland sin Weimar-grunnlov?","1919","1917","1921","1918"
"politics-l13-1801","13","Hvilken filosof utviklet teorien om separasjon av makt?","Baron de Montesquieu","Rousseau","Voltaire","Diderot"
"politics-l13-1802","13","I hvilket år ble NATO etablert?","1949","1947","1951","1945"
"politics-l13-1803","13","Hvilken amerikanske president ble skutt i 1963?","John F. Kennedy","Lyndon B. Johnson","Ronald Reagan","Richard Nixon"
"politics-l13-1804","13","Hvor mange år må en person være amerikansk statsborger før de kan bli president?","14","10","15","7"
"politics-l13-1805","13","Hvem grunnla Den liberale partiet i Norge?","Johan Sverdrup","Fridtjov Nansen","Christian Michelsen","Gunnar Knudsen"
"politics-l13-1806","13","Hvem skrev 'Samfunnskontrakten'?","Jean-Jacques Rousseau","Denis Diderot","Voltaire","Baron de Montesquieu"
"politics-l13-1807","13","I hvilket år var Kalde Krigens høydepunkt under Cubakrisen?","1962","1960","1964","1961"
"politics-l13-1808","13","Hvilken tysk kansler signerte Molotov-Ribbentrop-pakten i 1939?","Adolf Hitler","Hermann Göring","Joseph Goebbels","Rudolf Hess"
"politics-l13-1809","13","Hvem var den første presidenten i Den Syvende Républikk Frankrike?","Charles de Gaulle","Georges Pompidou","Valéry Giscard d'Estaing","François Mitterrand"
"politics-l13-1810","13","Hvilket år fant Romarevolusjonene sted i Europa?","1848","1847","1849","1846"
"politics-l13-1811","13","Hvem ledet Bolsjrevolusjonen i Russland i 1917?","Vladimir Lenin","Leon Trotskij","Josef Stalin","Grigori Rasputin"
"politics-l13-1812","13","I hvilket år ble Berlins mur bygget?","1961","1960","1962","1959"
"politics-l13-1813","13","Hvilket år oppløste Kongeriket Polen-Litauen seg?","1795","1794","1796","1797"
"politics-l13-1814","13","I hvilket år ble Reformasjonen offisielt innledet i Tyskland?","1517","1516","1518","1519"
"politics-l13-1815","13","Hvem var lederen av Februarrevolusjonen i Frankrike i 1848?","Louis Blanc","Alphonse de Lamartine","Ferdinand Flocon","Ledru-Rollin"
"politics-l13-1816","13","Hvilket år ble den amerikanske borgerkrigen avsluttet?","1865","1864","1866","1863"
"politics-l13-1817","13","Hvem var den siste tsaren i Russland?","Nikolai II","Alexander III","Michael Romanov","Peter III"
"politics-l13-1818","13","I hvilket år ble Suezkanalen åpnet?","1869","1868","1870","1867"
"politics-l13-1819","13","Hvem grunnla det italienske fascistpartiet?","Benito Mussolini","Giovanni Gentile","Gabriele D'Annunzio","Julius Evola"
"politics-l13-1820","13","Hvilket år ble Vestfalen-freden signert?","1648","1647","1649","1650"
"politics-l13-1821","13","Hvem var den første kansler i Tysk riketshisttorie?","Otto von Bismarck","Wilhelm I","Helmuth von Moltke","Franz Joseph"
"politics-l13-1822","13","Hvem var presidenten i USA under Første Verdenskrig?","Woodrow Wilson","Theodore Roosevelt","William Howard Taft","Warren G. Harding"
"politics-l13-1823","13","Hvilket år ble Luxembourg uavhengig fra Nederland?","1839","1838","1840","1841"
"politics-l13-1824","13","Hvem ledet slaget ved Waterloo for de britiske styrkene?","Arthur Wellesley","Henry Paget","Thomas Picton","John Colborne"
"politics-l13-1825","13","Hvem var den første presidenten i den tredje franske republiken?","Louis-Adolphe Thiers","Adolphe Thiers","Mac-Mahon","Jules Grévy"
"politics-l13-1826","13","Hvilket år ble den kinesiske republikken grunnlagt?","1912","1911","1913","1910"
"politics-l13-1827","13","Hvem var lederen av den greske uavhengighetskrigen?","Ioannis Kapodistrias","Theodoros Kolokotronis","Giorgios Karaiskakis","Markos Botsaris"
"politics-l13-1828","13","I hvilket år ble Ediktet fra Nantes opphevet i Frankrike?","1685","1684","1686","1687"
"politics-l13-1829","13","Hvem var den første indiske statsministeren etter uavhengighet?","Jawaharlal Nehru","Vallabhbhai Patel","Sardar Patel","Lal Bahadur Shastri"
"politics-l13-1830","13","Hvilket år ble den skandinaviske unionen oppløst?","1905","1904","1906","1903"
"politics-l13-1831","13","Hvem førte det store sprang framover i Kina?","Mao Zedong","Deng Xiaoping","Zhou Enlai","Jiang Zemin"
"politics-l13-1832","13","I hvilket år ble den russisk-japanske krigen avsluttet?","1905","1904","1906","1903"
"politics-l13-1833","13","Hvilket år ble Österrike-Ungarn oppløst?","1918","1917","1919","1920"
"politics-l13-1834","13","Hvem signerte Fredstraktaten i Versailles for Tyskland?","Hermann Müller","Gustav Stresemann","Matthias Erzberger","Friedrich Ebert"
"politics-l13-1835","13","I hvilket år fant Kulturrevolusjonen sted i Kina?","1966","1965","1967","1964"
"politics-l13-1836","13","Hvem var ledelsen av det kinesiske kommunistpartiet før Mao?","Chen Duxiu","Li Dazhao","Zhou Enlai","Qu Qiubai"
"politics-l13-1837","13","Hvilket år ble det tyske Weimar-républiken grunnlagt?","1919","1918","1920","1917"
"politics-l13-1838","13","Hvem var den første presidenten i Tyrkia under republikken?","Mustafa Kemal Atatürk","İsmet İnönü","Enver Pasha","Talat Pasha"
"politics-l13-1839","13","Hvem var presidenten i USA under Tweede Wereldkrig?","Franklin D. Roosevelt","Harry S. Truman","Dwight D. Eisenhower","Theodore Roosevelt"
"politics-l13-1840","13","Hvilket år ble den engelske borgerkrigen avsluttet?","1651","1650","1652","1649"
"politics-l13-1841","13","Hvilken tidligere britisk statsminister var kjent for sin Iron Lady-image?","Margaret Thatcher","Barbara Castle","Clement Attlee","Harold Macmillan"
"politics-l13-1842","13","I hvilket år ble Nelson Mandela valgt som Sør-Afrikas president?","1994","1990","1996","1992"
"politics-l13-1843","13","Hvilken sovjetleder var ansvarlig for glasnost og perestrojka?","Mikhail Gorbatsjov","Leonid Bresjnev","Juri Andropov","Konstantin Tsjernenko"
"politics-l13-1844","13","Hvem var den første kvinnelige statsministeren i India?","Indira Gandhi","Pratibha Patil","Sonia Gandhi","Mamata Banerjee"
"politics-l13-1845","13","Hvilket navn brukte Winston Churchill som sitt mellomste navn?","Leonard Spencer","George Frederick","Edward Arthur","Henry James"
