"id","level","prompt","correct","distractor1","distractor2","distractor3"
"chemistry-l11-1526","11","What is the record number of distinct NMR signals observed for a single organic molecule?","Over 200","Over 50","Over 100","Over 150"
"chemistry-l11-1527","11","Which coordination complex holds the record for the highest coordination number?","[U(H₂O)₁₂]³⁺ (12)","[Co(NH₃)₆]³⁺ (6)","[Ni(CN)₄]²⁻ (4)","[Cr(H₂O)₆]³⁺ (6)"
"chemistry-l11-1528","11","What is the record pressure achievable in diamond anvil cells for chemical experiments?","Over 550 GPa","Over 100 GPa","Over 300 GPa","Over 450 GPa"
"chemistry-l11-1529","11","Which organic dye holds the record for the highest molar absorptivity coefficient?","Indocyanine green analogs (over 200,000 M⁻¹cm⁻¹)","Congo red (30,000 M⁻¹cm⁻¹)","Methyl orange (34,000 M⁻¹cm⁻¹)","Crystal violet (76,000 M⁻¹cm⁻¹)"
"chemistry-l11-1530","11","What is the record number of hydrogen bonding donor and acceptor groups in a single synthetic molecule?","Over 80","Over 20","Over 40","Over 60"
"chemistry-l11-1531","11","Which element holds the record for the highest first ionization energy?","Helium (2372.3 kJ/mol)","Neon (2080.7 kJ/mol)","Fluorine (1681 kJ/mol)","Argon (1520.6 kJ/mol)"
"chemistry-l11-1532","11","What is the record quantum yield for fluorescence observed in any organic fluorophore?","0.99","0.75","0.85","0.95"
"chemistry-l11-1533","11","Which polymer holds the record for the lowest glass transition temperature?","Polydimethylsiloxane (PDMS)","Polyethylene (PE)","Polystyrene (PS)","Poly(methyl methacrylate) (PMMA)"
"chemistry-l12-1534","12","What is the precise atomic number of Mendelevium, one of the transuranium elements?","101","99","103","100"
"chemistry-l12-1535","12","Which noble gas has the lowest boiling point of all elements?","Helium","Neon","Argon","Krypton"
"chemistry-l12-1536","12","Which element has exactly 5 stable isotopes, the most of any element?","Tin","Barium","Xenon","Calcium"
"chemistry-l12-1537","12","What is the melting point of Gallium in degrees Celsius?","29.76","15.49","38.83","23.14"
"chemistry-l12-1538","12","Which transition metal has the highest melting point of all elements?","Tungsten","Molybdenum","Tantalum","Rhenium"
"chemistry-l12-1539","12","What is the atomic radius of Cesium in picometers?","265","248","280","253"
"chemistry-l12-1540","12","Which element's most stable isotope has a half-life of approximately 1.39 × 10^21 years?","Tellurium-130","Bismuth-209","Thorium-232","Uranium-238"
"chemistry-l12-1541","12","What is the exact ionic radius of O²⁻ in picometers?","140","126","153","132"
"chemistry-l12-1542","12","Which lanthanide element exhibits the most negative reduction potential?","Europium","Ytterbium","Cerium","Samarium"
"chemistry-l12-1543","12","What is the density of osmium in g/cm³, making it one of the densest elements?","22.59","21.45","23.72","20.38"
"chemistry-l12-1544","12","Which element has an atomic number exactly equal to the number of protons in a helium nucleus multiplied by 11?","Magnesium","Calcium","Sodium","Aluminum"
"chemistry-l12-1545","12","What is the first ionization energy of Cesium in kJ/mol?","375.7","419.2","335.4","452.8"
"chemistry-l12-1546","12","Which period 4 transition metal has the smallest atomic radius?","Zinc","Scandium","Copper","Nickel"
"chemistry-l12-1547","12","What is the van der Waals radius of Xenon in picometers?","216","198","230","207"
"chemistry-l12-1548","12","Which element's most common oxidation state in compounds is +4?","Carbon","Silicon","Germanium","Tin"
"chemistry-l12-1549","12","Which actinide element has the longest half-life of all actinides when considering all isotopes?","Thorium-232","Uranium-238","Plutonium-244","Curium-247"
"chemistry-l12-1550","12","What is the exact boiling point of Bromine in degrees Celsius?","58.8","48.2","67.5","53.1"
"chemistry-l12-1551","12","What is the thermal conductivity of Diamond in W/m·K?","2200","1500","2800","1800"
"chemistry-l12-1552","12","Which lanthanide has an atomic number of 71?","Lutetium","Ytterbium","Thulium","Hafnium"
"chemistry-l12-1553","12","What is the ionization energy required to remove an electron from neutral Helium in eV?","24.587","22.341","26.834","23.065"
"chemistry-l12-1554","12","Which element has a crystal structure that changes from body-centered cubic to face-centered cubic at 912°C?","Iron","Cobalt","Nickel","Chromium"
"chemistry-l12-1555","12","What is the specific heat capacity of Aluminum in J/g·K?","0.897","0.710","0.460","1.030"
"chemistry-l12-1556","12","What is the standard reduction potential of Cu²⁺/Cu in volts?","+0.34","+0.15","+0.56","-0.08"
"chemistry-l12-1557","12","Which element exhibits a phenomenon called allotropy with three main forms: white, red, and black?","Phosphorus","Sulfur","Arsenic","Carbon"
"chemistry-l12-1558","12","What is the Mohs hardness value of Corundum?","9","8","10","7"
"chemistry-l12-1559","12","Which element's abundance in Earth's crust is approximately 2.3% by mass?","Iron","Magnesium","Potassium","Sodium"
"chemistry-l12-1560","12","What is the lattice energy of Sodium Chloride in kJ/mol?","786","850","702","920"
"chemistry-l12-1561","12","Which element has the electronic configuration [Xe]4f¹⁴5d¹⁰6s²6p¹?","Thallium","Lead","Bismuth","Polonium"
"chemistry-l12-1562","12","What is the dipole moment of Water in Debye units?","1.85","1.52","2.10","1.63"
"chemistry-l12-1563","12","Which transition metal forms a colored compound with cobalt's characteristic pink/red hue when complexed with ammonia?","Cobalt","Nickel","Copper","Iron"
"chemistry-l12-1564","12","What is the critical temperature of Carbon Dioxide in Kelvin?","304.13","289.45","318.72","295.06"
"chemistry-l12-1565","12","Which element's oxide Al₂O₃ is the second hardest natural mineral after Diamond?","Aluminum","Silicon","Magnesium","Titanium"
"chemistry-l12-1566","12","What is the standard enthalpy of vaporization of Water in kJ/mol?","40.66","35.27","44.51","38.14"
"chemistry-l12-1567","12","Which element is a metalloid found in semiconductors with atomic number 32?","Germanium","Gallium","Arsenic","Silicon"
"chemistry-l12-1568","12","What is the ionic strength formula that defines the quantitative measure of ion concentration?","I = 0.5 Σ(ci × zi²)","I = Σ(ci × zi)","I = 2 Σ(ci × zi²)","I = 0.25 Σ(ci × zi²)"
"chemistry-l12-1569","12","Which lanthanide element exhibits the +2 oxidation state more readily than other lanthanides due to the stability of the f⁷ configuration?","Europium","Gadolinium","Terbium","Dysprosium"
"chemistry-l12-1570","12","Which chemist first isolated pure potassium metal in 1807 using electrolysis?","Humphry Davy","Michael Faraday","William Nicholson","Johann Döbereiner"
"chemistry-l12-1571","12","Which scientist developed the phlogiston theory that was later disproven?","Georg Ernst Stahl","Antoine Lavoisier","Carl Wilhelm Scheele","Joseph Black"
"chemistry-l12-1572","12","What was the primary gas that Carl Wilhelm Scheele discovered in 1772?","Oxygen","Nitrogen","Chlorine","Hydrogen"
"chemistry-l12-1573","12","Who first synthesized urea from inorganic compounds in 1828?","Friedrich Wöhler","Justus von Liebig","Auguste Kekulé","Hermann Kolbe"
"chemistry-l12-1574","12","In which year did Dmitri Mendeleev publish his first periodic table?","1869","1865","1872","1875"
"chemistry-l12-1575","12","Which element did Mendeleev predict but was not yet discovered at the time of his 1869 table?","Gallium","Bromine","Iodine","Fluorine"
"chemistry-l12-1576","12","Which chemist developed the valence theory in the 1850s?","Edward Frankland","Jean-Baptiste Dumas","Charles Gerhardt","Alexander Williamson"
"chemistry-l12-1577","12","Who proposed the tetrahedral structure of carbon in 1874?","Jacobus Henricus van 't Hoff","Joseph Achille Le Bel","August Kekulé","Emil Fischer"
"chemistry-l12-1578","12","In which year did Auguste Kekulé propose the benzene ring structure?","1865","1860","1870","1858"
"chemistry-l12-1579","12","Who first isolated radium in 1898?","Pierre Curie and Marie Curie","Ernest Rutherford and Frederick Soddy","Henri Becquerel and Paul Villard","Otto Hahn and Fritz Strassmann"
"chemistry-l12-1580","12","In what year was the first synthetic plastic, Bakelite, invented by Leo Baekeland?","1907","1905","1910","1912"
"chemistry-l12-1581","12","Who developed the Haber process for ammonia synthesis?","Fritz Haber","Carl Bosch","Walther Nernst","Otto Hahn"
"chemistry-l12-1582","12","In which year was the Haber process developed?","1909","1905","1912","1915"
"chemistry-l12-1583","12","Which chemist discovered hydrogen in 1766?","Henry Cavendish","Joseph Priestley","Humphry Davy","Charles Dufay"
"chemistry-l12-1584","12","Who first identified nitrogen as a separate element in 1772?","Daniel Rutherford","Henry Cavendish","Carl Wilhelm Scheele","Antoine Lavoisier"
"chemistry-l12-1585","12","In what year did Joseph Priestley discover oxygen?","1774","1772","1776","1770"
"chemistry-l12-1586","12","Which element did Sir William Ramsay discover in 1894?","Argon","Helium","Neon","Krypton"
"chemistry-l12-1587","12","Who first synthesized aspirin in its modern form in 1897?","Felix Hoffmann","Adolf von Bayer","Emil Fischer","August Wilhelm von Hofmann"
"chemistry-l12-1588","12","In what year did Max Planck introduce the concept of quantized energy?","1900","1898","1903","1905"
"chemistry-l12-1589","12","Which scientist proposed the law of multiple proportions in 1803?","John Dalton","Joseph Proust","Antoine Lavoisier","Claude Berthollet"
"chemistry-l12-1590","12","Who discovered the law of conservation of mass?","Antoine Lavoisier","Joseph Black","Georg Stahl","Joseph Proust"
"chemistry-l12-1591","12","Which chemist determined Avogadro's number with precision?","Jean Perrin","Max Planck","Albert Einstein","Otto Hahn"
"chemistry-l12-1592","12","Who developed the concept of isomerism in the 1830s?","Jöns Jacob Berzelius","Johann Döbereiner","Jean-Baptiste Dumas","Charles Gerhardt"
"chemistry-l12-1593","12","In which year did Jöns Jacob Berzelius introduce the modern chemical notation system?","1813","1810","1816","1820"
"chemistry-l12-1594","12","Who first synthesized a compound containing a carbon-carbon triple bond?","Pierre Eugène Marcellin Berthelot","Charles Frédéric Gerhardt","Jean-Baptiste Dumas","August Kekulé"
"chemistry-l12-1595","12","Which chemist discovered the phenomenon of optical isomerism?","Louis Pasteur","Emil Fischer","Jacob Berzelius","Jean-Baptiste Biot"
"chemistry-l12-1596","12","In what year did Linus Pauling propose the concept of electronegativity?","1932","1928","1935","1938"
"chemistry-l12-1597","12","Who first predicted the existence of noble gases and discovered helium?","William Ramsay","Ernst Mach","Pierre Janssen","Joseph Norman Lockyer"
"chemistry-l12-1598","12","In what year was the first organic synthesis achieved by Wöhler?","1828","1825","1831","1835"
"chemistry-l12-1599","12","Who discovered the phenomenon of catalysis?","Jöns Jacob Berzelius","Johann Döbereiner","Pierre Eugène Marcellin Berthelot","Jean-Baptiste Dumas"
"chemistry-l12-1600","12","Which element did Humphry Davy discover by electrolysis in 1808?","Calcium","Magnesium","Sodium","Barium"
"chemistry-l12-1601","12","Who proposed the valence bond theory in the 1920s?","Linus Pauling","Robert Mulliken","Werner Heisenberg","Erwin Schrödinger"
"chemistry-l12-1602","12","Which scientist developed the pH scale in 1909?","Søren Peder Lauritz Sørensen","Wilhelm Ostwald","Walther Nernst","Jacobus Henricus van 't Hoff"
"chemistry-l12-1603","12","Which chemist won the Nobel Prize in Chemistry twice, once in 1911 for the discovery of radium and once in 1935 for the synthesis of new radioactive elements?","Irène Joliot-Curie","Marie Curie","Lise Meitner","Émile Fischer"
"chemistry-l12-1604","12","What was the nationality of Fritz Haber, who developed the process for synthesizing ammonia from nitrogen and hydrogen?","German","Austrian","Swiss","Czech"
"chemistry-l12-1605","12","In what year did Dmitri Mendeleev first publish his periodic table of elements?","1869","1865","1875","1871"
"chemistry-l12-1606","12","Which chemist is credited with discovering the noble gases, work for which he shared the 1904 Nobel Prize in Chemistry?","William Ramsay","Pierre Curie","Joseph Priestley","Henri Moissan"
"chemistry-l12-1607","12","What was the primary field of research for Linus Pauling before he shifted focus to orthomolecular psychiatry?","Chemical bonding and molecular structure","Electrochemistry","Organic synthesis","Catalysis"
"chemistry-l12-1608","12","In what year did Rosalind Franklin pass away from cancer, which prevented her from being alive to receive recognition for her contributions to DNA structure determination?","1958","1962","1955","1960"
"chemistry-l12-1609","12","Which chemist developed the technique of X-ray crystallography that was crucial for determining molecular structures?","William Henry Bragg","Max Perutz","Dorothy Hodgkin","Ernst Ruska"
"chemistry-l12-1610","12","What was the primary contribution of Ahmed Zewail to chemistry, for which he won the 1999 Nobel Prize?","Femtochemistry","Synthetic organic chemistry","Heterogeneous catalysis","Polymer chemistry"
"chemistry-l12-1611","12","Which chemist first synthesized urea in the laboratory in 1828, which was considered a landmark in organic chemistry?","Friedrich Wöhler","Justus von Liebig","Jean Baptiste Dumas","Charles Gerhardt"
"chemistry-l12-1612","12","What nationality was Richard Zsigmondy, who won the 1925 Nobel Prize in Chemistry for his discovery of heterogeneous disperse systems?","German","Hungarian","Austrian","Czech"
"chemistry-l12-1613","12","In what year did Glenn T. Seaborg discover plutonium, along with his colleagues?","1940","1938","1942","1945"
"chemistry-l12-1614","12","Which chemist is known for developing the octet rule in chemical bonding?","Gilbert N. Lewis","Irving Langmuir","Niels Bohr","Linus Pauling"
"chemistry-l12-1615","12","What was the primary focus of Dorothy Hodgkin's research that earned her the Nobel Prize in Chemistry in 1964?","X-ray crystallography of biological substances","Synthetic polymer chemistry","Electrochemical reactions","Photochemistry"
"chemistry-l12-1616","12","Which chemist discovered the element hafnium in 1923?","Dirk Coster and Georg von Hevesy","Moseley and Bohr","Ramsey and Travers","Seaborg and McMillan"
"chemistry-l12-1617","12","What was the specific chemical discovery of John Bardeen that contributed to his recognition as a prominent figure in physical chemistry?","Theory of superconductivity","Discovery of chemical kinetics","Mechanism of combustion","Catalytic processes"
"chemistry-l12-1618","12","Which chemist proposed the concept of electronegativity, which is fundamental to understanding chemical bonding?","Linus Pauling","Gilbert N. Lewis","Irving Langmuir","Robert Mulliken"
"chemistry-l12-1619","12","What nationality was Paul Ehrlich, who pioneered chemotherapy and won recognition for his work on chemical compounds as medicines?","German","Austrian","Russian","Polish"
"chemistry-l12-1620","12","In what year did Kathleen Lonsdale become the first woman elected as a Fellow of the Royal Society?","1945","1948","1950","1942"
"chemistry-l12-1621","12","Which chemist developed the concept of hybridization in molecular orbital theory?","Linus Pauling","Robert Mulliken","Friedrich Hund","Wolfgang Pauli"
"chemistry-l12-1622","12","What was the primary research area of Hedy Lamarr before she became famous as an actress, relating to frequency-hopping spread spectrum?","Frequency modulation in wireless communication","Organic synthesis","Polymer chemistry","Analytical chemistry"
"chemistry-l12-1623","12","Which chemist first synthesized vitamin C in the laboratory?","Tadeus Reichstein","Albert Szent-Gyorgyi","Linus Pauling","Hermann Staudinger"
"chemistry-l12-1624","12","In what year did Charles Martin Hall invent the electrolytic process for extracting aluminum from ore?","1886","1880","1890","1892"
"chemistry-l12-1625","12","Which chemist developed the first synthetic dye, mauveine, in 1856?","William Henry Perkin","August Kekulé","Friedrich August Kekulé","Justus von Liebig"
"chemistry-l12-1626","12","What was the nationality of Niels Bohr, who made significant contributions to atomic structure and quantum mechanics?","Danish","Swedish","Norwegian","German"
"chemistry-l12-1627","12","In what year did Stanley Pons and Martin Fleischmann announce their claims about cold fusion?","1989","1987","1991","1985"
"chemistry-l12-1628","12","Which chemist discovered the phenomenon of isotopes, fundamentally changing our understanding of atomic structure?","Frederick Soddy","Ernest Rutherford","Henry Moseley","Niels Bohr"
"chemistry-l12-1629","12","What was the primary contribution of Gerhard Ertl to chemistry, for which he won the 2007 Nobel Prize?","Chemical processes on solid surfaces","Polymer synthesis","Organic reaction mechanisms","Biochemical pathways"
"chemistry-l12-1630","12","Which chemist developed the theory of resonance structures in organic chemistry?","Linus Pauling","August Kekulé","Archibald Couper","Michael Faraday"
"chemistry-l12-1631","12","In what year was Roger Tsien awarded the Nobel Prize in Chemistry for his work on green fluorescent protein?","2008","2006","2010","2004"
"chemistry-l12-1632","12","Which chemist introduced the concept of the electrochemical series?","Johann Döbereiner","Alessandro Volta","Michael Faraday","Humphry Davy"
"chemistry-l12-1633","12","What was the nationality of Otto Diels, who won the Nobel Prize in Chemistry in 1950 for the discovery of the diene synthesis?","German","Austrian","Swiss","Czech"
"chemistry-l12-1634","12","In what year did Jack Kilby develop the integrated circuit, which has implications for chemical sensors?","1958","1960","1955","1962"
"chemistry-l12-1635","12","Which chemist first identified and named the element gallium, predicting its properties before it was discovered?","Dmitri Mendeleev","Lecoq de Boisbaudran","Friedrich Wöhler","Robert Bunsen"
"chemistry-l12-1636","12","What was the primary research focus of Karl Ziegler, who won the Nobel Prize in Chemistry in 1963?","Macromolecular chemistry and catalysis","Enzymatic reactions","Photochemistry","Electrochemistry"
"chemistry-l12-1637","12","In what year did Max Perutz determine the first three-dimensional structure of a protein using X-ray crystallography?","1958","1960","1955","1962"
"chemistry-l12-1638","12","Which chemist developed the Born-Haber cycle used to calculate lattice energies of ionic compounds?","Max Born","Fritz Haber","Walther Nernst","Albrecht Kossel"
"chemistry-l12-1639","12","What nationality was Viktor Meyer, who developed the method for determining vapor density of volatile substances?","German","Austrian","Swiss","Polish"
"chemistry-l12-1640","12","What is the record for the longest known chain of carbon atoms in a single organic molecule synthesized in a laboratory?","Over 300,000 carbons","Approximately 50,000 carbons","Around 150,000 carbons","Fewer than 10,000 carbons"
"chemistry-l12-1641","12","Which chemical reaction holds the record for the fastest known reaction rate in solution at standard conditions?","Diffusion-limited proton transfer","Electron transfer between metal complexes","Acid-base neutralization","Explosive decomposition reactions"
"chemistry-l12-1642","12","What is the record atomic number of the heaviest synthesized element as of 2024?","118","120","116","119"
"chemistry-l12-1643","12","What is the record for the smallest measurable pH value achieved in laboratory conditions?","Below -10","Between -5 and -3","Between -2 and 0","Between 0 and 1"
"chemistry-l12-1644","12","Which organic compound holds the record for the most complex structure synthesized by total synthesis?","Vancomycin or Palytoxin","Cholesterol","Taxol","Strychnine"
"chemistry-l12-1645","12","What is the record bond dissociation energy for a single covalent bond in a diatomic molecule?","CO bond in carbon monoxide","N-N bond in nitrogen","H-F bond in hydrogen fluoride","O=O bond in oxygen"
"chemistry-l12-1646","12","Which element exhibits the highest number of stable isotopes?","Tin","Lead","Iron","Silver"
"chemistry-l12-1647","12","What is the record for the highest oxidation state achieved by a transition metal element in a stable compound?","+8 for osmium","+7 for manganese","+6 for chromium","+9 for ruthenium"
"chemistry-l12-1648","12","Which element has the record for the largest atomic radius among naturally occurring elements?","Francium","Cesium","Rubidium","Potassium"
"chemistry-l12-1649","12","What is the record for the highest lattice energy among ionic compounds at standard conditions?","MgO","NaCl","CaF2","Al2O3"
"chemistry-l12-1650","12","Which chemical reaction holds the record for releasing the most energy per unit mass in a non-nuclear reaction?","Hydrogen-oxygen combustion","Thermite reaction","Fluorine-hydrogen reaction","Chlorine-hydrogen reaction"
"chemistry-l12-1651","12","What is the record for the smallest positive charge density on an atom in a molecule?","Hydrogen in hydrogen bonding","Carbon in alkanes","Nitrogen in amines","Oxygen in ethers"
"chemistry-l12-1652","12","Which transition metal holds the record for the most diverse range of oxidation states in stable compounds?","Manganese","Iron","Chromium","Vanadium"
"chemistry-l12-1653","12","What is the record for the lowest boiling point among all chemical compounds?","Helium-3","Hydrogen","Nitrogen","Neon"
"chemistry-l12-1654","12","Which lanthanide element has the record for the highest magnetic moment per atom?","Gadolinium","Europium","Terbium","Dysprosium"
"chemistry-l12-1655","12","What is the record for the longest C-C bond length in a neutral organic molecule?","Hexane or similar alkanes","Ethene","Benzene","Ethyne"
"chemistry-l12-1656","12","Which element has the record for the highest ionization energy among all neutral atoms?","Helium","Neon","Argon","Fluorine"
"chemistry-l12-1657","12","What is the record for the highest coordination number observed in a stable coordination complex?","12","8","10","14"
"chemistry-l12-1658","12","Which halogen has the record for the highest oxidation state in a stable compound?","Chlorine in perchloric acid","Fluorine in hypofluorous acid","Bromine in perbromic acid","Iodine in periodic acid"
"chemistry-l12-1659","12","What is the record for the highest density among solid elements at room temperature and pressure?","Osmium","Iridium","Platinum","Tungsten"
"chemistry-l12-1660","12","Which element exhibits the record for the most known allotropes?","Carbon","Phosphorus","Sulfur","Oxygen"
"chemistry-l12-1661","12","What is the record for the smallest internuclear distance in a covalent bond between two atoms?","H-H bond in hydrogen","H-F bond in hydrogen fluoride","C-H bond in hydrocarbons","N-N bond in nitrogen"
"chemistry-l12-1662","12","Which transition metal has the record for the highest number of different colors exhibited by its various oxidation states?","Vanadium","Chromium","Manganese","Iron"
"chemistry-l12-1663","12","What is the record for the highest thermal conductivity among non-metallic solids at room temperature?","Diamond","Boron nitride","Silicon carbide","Graphene"
"chemistry-l12-1664","12","Which element has the record for the highest electron affinity value?","Chlorine","Fluorine","Bromine","Iodine"
"chemistry-l12-1665","12","What is the record for the longest known homopolymer chain length in a linear organic polymer?","Over 100,000 units","Around 50,000 units","Between 10,000 and 20,000 units","Fewer than 5,000 units"
"chemistry-l12-1666","12","Which noble gas has the record for the highest boiling point among the noble gases?","Radon","Xenon","Krypton","Argon"
"chemistry-l12-1667","12","What is the record for the highest van der Waals radius among all known elements?","Cesium","Francium","Iodine","Radon"
"chemistry-l12-1668","12","Which main-group element has the record for exhibiting the most oxidation states?","Sulfur","Phosphorus","Chlorine","Nitrogen"
"chemistry-l12-1669","12","What is the record for the highest standard reduction potential among all known half-reactions?","F2/F- couple","Cl2/Cl- couple","O2/H2O couple","Br2/Br- couple"
"chemistry-l12-1670","12","Which element has the record for the largest number of naturally occurring isotopes with significant abundance?","Tin with 10 stable isotopes","Lead with 4 stable isotopes","Iron with 4 stable isotopes","Silver with 2 stable isotopes"
"chemistry-l12-1671","12","What is the record for the shortest C=C double bond length observed in a neutral organic compound?","Ethene and similar alkenes","Allene","Benzene","Ethyne"
"chemistry-l12-1672","12","Which element exhibits the record for the highest electronegativity difference with another element in a single bond?","H-F bond","Na-F bond","C-F bond","N-F bond"
"chemistry-l12-1673","12","What is the record for the most negative standard reduction potential known in aqueous solution?","Li+ + e- → Li","Na+ + e- → Na","K+ + e- → K","Ca2+ + 2e- → Ca"
"chemistry-l12-1674","12","Which actinide element has the record for the longest known half-life?","Thorium-232","Uranium-238","Plutonium-244","Neptunium-237"
"chemistry-l12-1675","12","What is the record for the highest mass percentage of a single element in a simple inorganic salt?","Approximately 99% in hydrogen peroxide","Approximately 85% in sodium chloride","Approximately 78% in calcium sulfate","Approximately 88% in magnesium oxide"
"chemistry-l12-1676","12","Which period of the periodic table contains the element with the highest atomic number that is stable?","Period 6 with Lead","Period 5 with Tin","Period 7 with Bismuth","Period 4 with Mercury"
"chemistry-l12-1677","12","What is the record for the smallest bond angle in a neutral organic molecule?","Cyclopropane with 60 degrees","Methane with 109.5 degrees","Ethene with 120 degrees","Ethyne with 180 degrees"
"chemistry-l13-1678","13","What is the exact atomic number of Technetium?","43","42","44","45"
"chemistry-l13-1679","13","Which element has the electron configuration [Xe] 4f14 5d10 6s2 6p5?","Iodine","Bromine","Astatine","Tellurium"
"chemistry-l13-1680","13","How many valence electrons does Chromium have in its ground state?","6","4","5","7"
"chemistry-l13-1681","13","What is the atomic mass of Molybdenum?","95.95","92.91","98.91","97.91"
"chemistry-l13-1682","13","Which lanthanide element has an atomic number of 64?","Gadolinium","Europium","Terbium","Dysprosium"
"chemistry-l13-1683","13","What is the density of Osmium in g/cm³?","22.59","21.45","23.55","20.95"
"chemistry-l13-1684","13","How many neutrons are in a standard Uranium-238 atom?","146","144","148","142"
"chemistry-l13-1685","13","What is the boiling point of Mercury in degrees Celsius?","356.73","350.5","365.2","340.8"
"chemistry-l13-1686","13","Which element is located in period 6, group 11 of the periodic table?","Gold","Silver","Copper","Platinum"
"chemistry-l13-1687","13","How many unpaired electrons does Iron have in its ground state?","4","2","6","3"
"chemistry-l13-1688","13","Which transactinide element has atomic number 104?","Rutherfordium","Dubnium","Seaborgium","Bohrium"
"chemistry-l13-1689","13","How many protons are in an atom of Manganese?","25","24","26","27"
"chemistry-l13-1690","13","What is the oxidation state of Sulfur in sulfurous acid (H2SO3)?","+4","+2","+6","+3"
"chemistry-l13-1691","13","What is the half-life of Radon-222 in days?","3.82","4.25","3.15","5.10"
"chemistry-l13-1692","13","How many electrons can fit in the d subshell?","10","6","14","8"
"chemistry-l13-1693","13","What is the atomic number of Berkelium?","97","96","98","99"
"chemistry-l13-1694","13","Which element exhibits the property of photoemission at the lowest threshold energy?","Cesium","Sodium","Potassium","Rubidium"
"chemistry-l13-1695","13","How many orbitals are in the p subshell?","3","2","4","5"
"chemistry-l13-1696","13","What is the electronegativity difference between Chlorine and Hydrogen?","0.96","0.73","1.15","0.54"
"chemistry-l13-1697","13","How many energy levels does Radon have?","6","5","7","4"
"chemistry-l13-1698","13","What is the density of Diamond in g/cm³?","3.52","3.15","3.89","3.00"
"chemistry-l13-1699","13","Which lanthanide has the smallest atomic radius?","Lutetium","Ytterbium","Thulium","Lanthanum"
"chemistry-l13-1700","13","What is the atomic number of Lawrencium?","103","102","104","101"
"chemistry-l13-1701","13","How many electrons does Zinc lose to achieve a stable configuration?","2","1","3","4"
"chemistry-l13-1702","13","Which element has the electron affinity of -141 kJ/mol?","Fluorine","Chlorine","Bromine","Iodine"
"chemistry-l13-1703","13","What is the percentage of Nitrogen in the Earth's atmosphere by volume?","78.08","75.5","80.2","76.8"
"chemistry-l13-1704","13","How many isotopes does Tin have that are stable?","10","8","12","9"
"chemistry-l13-1705","13","What is the atomic mass of Rhodium?","102.91","101.91","104.91","103.91"
"chemistry-l13-1706","13","Which actinide element has an atomic number of 92?","Uranium","Protactinium","Thorium","Neptunium"
"chemistry-l13-1707","13","In what year did Robert Boyle publish his seminal work 'The Sceptical Chymist', which challenged alchemical theory?","1661","1649","1675","1653"
"chemistry-l13-1708","13","Which chemist is credited with first isolating oxygen in 1772, though Carl Wilhelm Scheele also discovered it independently?","Joseph Priestley","Antoine Lavoisier","Henry Cavendish","Daniel Rutherford"
"chemistry-l13-1709","13","What was the name of the Russian chemist who created the periodic table of elements in 1869?","Dmitri Mendeleev","Vladimir Vernadsky","Aleksandr Butlerov","Ivan Sechenov"
"chemistry-l13-1710","13","In what year did John Dalton propose his atomic theory, establishing the foundation of modern chemistry?","1808","1803","1815","1798"
"chemistry-l13-1711","13","Which British scientist pioneered the study of electrochemistry and discovered the laws of electrolysis in the 1830s?","Michael Faraday","William Nicholson","Humphry Davy","John Frederic Daniell"
"chemistry-l13-1712","13","What nationality was Friedrich Wöhler, who synthesized the first organic compound (urea) from an inorganic substance in 1828?","German","Swedish","French","Swiss"
"chemistry-l13-1713","13","Which chemist formulated the law of conservation of mass in 1785, fundamentally changing chemical thought?","Antoine Lavoisier","Joseph Louis Proust","Claude Louis Berthollet","Pierre Simon Laplace"
"chemistry-l13-1714","13","What year did Amedeo Avogadro propose his hypothesis about equal volumes of gases containing equal numbers of particles?","1811","1814","1808","1820"
"chemistry-l13-1715","13","In what year was the electron discovered by J.J. Thomson?","1897","1900","1893","1902"
"chemistry-l13-1716","13","Which Norwegian chemist developed the concept of ionic dissociation and the Arrhenius equation?","Svante Arrhenius","Peter Waage","Cato Maximilian Guldberg","Thor Bergman"
"chemistry-l13-1717","13","What year did Ernest Rutherford discover the atomic nucleus through his gold foil experiment?","1909","1911","1906","1913"
"chemistry-l13-1718","13","Which chemist is credited with developing the valence bond theory in the 1920s?","Linus Pauling","Werner Heisenberg","Erwin Schrödinger","Robert Mulliken"
"chemistry-l13-1719","13","In what year did Niels Bohr propose his model of the hydrogen atom?","1913","1911","1916","1909"
"chemistry-l13-1720","13","Which British chemist discovered the composition of water and was also known as the 'father of hydrogen'?","Henry Cavendish","Joseph Black","Joseph Priestley","William Henry"
"chemistry-l13-1721","13","What year did Marie and Pierre Curie win the Nobel Prize in Physics for their work on radioactivity?","1903","1905","1901","1908"
"chemistry-l13-1722","13","Which chemist formulated the principle of Le Chatelier regarding chemical equilibrium in 1885?","Henri Le Chatelier","Claude Louis Berthollet","Joseph Louis Proust","Jean Baptiste Dumas"
"chemistry-l13-1723","13","In what year was the first synthetic dye (mauveine) discovered by William Henry Perkin?","1856","1860","1852","1863"
"chemistry-l13-1724","13","Which chemist developed the theory of organic structure and is often called the founder of structural chemistry?","Archibald Scott Couper","August Kekulé","Charles Gerhardt","Justus von Liebig"
"chemistry-l13-1725","13","Which Swedish chemist discovered chlorine gas and is credited as its discoverer despite earlier observations?","Carl Wilhelm Scheele","Jöns Jacob Berzelius","Torbern Bergman","Anders Fredrik Cronstedt"
